,0,1,2,3,4,5,6,7,8,9,10,11,12,13
36,jl_f9f871bdeecd0e1c,permanent,data+scientist,"<span class=""date"">5 hours ago</span>",Data Scientist - Python and/or R,Michael Page UK,"£40,000 - £50,000 a year",Brighton,32 reviews,3.3 out of 5,"r,c,java,python,c++","mining,programming,statistical,research,machine","phd,statistics",We have partnered together to secure two dynamic Data Scientists to join the team. We are looking for creative Data Scientists who can apply innovative Machine...
37,jl_63e4e304dfb8e5ed,permanent,data+scientist,"<span class=""date"">21 days ago</span>",Data Scientist,Aqovia Uk Ltd,"£75,000 - £90,000 a year",London,,,"hadoop,sql,python,r","statistical,machine,mathematical,programming","phd,degree","Data Scientist, BI Solutions Architect. Data sorting and data wrangling skills:. We are looking for a versatile BI Solutions Architect, Data Scientist to help..."
38,jl_8ec4de29e9a08272,permanent,data+scientist,"<span class=""date"">7 days ago</span>",Data Scientist,Novate IT Ltd,"£40,000 - £50,000 a year",Birmingham,,,"java,python,c++,r",machine,None,"Data Scientist - Python - Birmingham. The Data Scientist joining the team will be working on commodity prediction, retail analytics and working with data..."
39,jl_4bd4c0abf7ec7da1,permanent,data+scientist,"<span class=""date"">27 days ago</span>",Data Scientist,Cathcart Associates,"£30,000 - £45,000 a year",Sheffield,,,"java,python,c++,r","research,machine,programming",None,Data Scientist - Greenfield Site - R&D Projects. Data Scientist required by an innovative start-up in Sheffield to help build the machine learning capabilities...
40,jl_5e1ae68f3ad754c5,permanent,data+scientist,"<span class=""date"">2 hours ago</span>",Data Scientist,Verticality Ltd,"£45,000 - £55,000 a year",Reading,,,python,"mining,machine",None,"Data Scientist sought by established, rapidly scaling technology software house in the Reading area. Our data Scientist lead is looking for a fellow data..."
41,jl_6d0254ab0535e5ff,permanent,data+scientist,"<span class=""date"">9 days ago</span>",Scientist I,Mondelez International,,Reading,"2,389 reviews",4 out of 5,None,"research,analysis",degree,The role at Scientist II is to undertake a practical role with possible supervisory responsibilities within the Microscopy laboratory....
42,jl_71868ca0b082c193,permanent,data+scientist,"<span class=""date"">1 day ago</span>",Data Scientist,Harnham,"£50,000 - £60,000 a year",London,6 reviews,4.8 out of 5,None,machine,None,"Minimum of 1-2 years commercial experience as a data scientist. Your responsibilities as a Data Scientist will include, but not be limited to:...."
43,jl_535de126ef421d71,permanent,data+scientist,"<span class=""date"">10 hours ago</span>",Data Scientist,Data Team,"£55,000 - £65,000 a year",London,,,"python,r","machine,programming",degree,Data Scientist London to £65k. Data Scientist (Machine Learning Deep Learning TensorFlow Computer Vision Python)....
44,jl_cbc8d0f9c1e7ffd8,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist,Coller Capital,,London,,,"sql,python","statistical,research,analysis,machine","phd,mathematics,statistics,degree","As a Data Scientist at Coller Capital, you will:. The core data scientists are focusing on building new quantitative models for the investment team, conducting..."
45,jl_3ac80611b82bc00a,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Senior Data Scientist,A.S. Watson Group,,London,41 reviews,,"sql,python,r",analysis,None,"Are you passionate about bringing data to life, always interested in how to interpret numerical data? Superdrug, The Perfume Shop, Marionnaud and others across..."
46,jl_f5b971525c6fb03f,permanent,data+scientist,"<span class=""date"">14 days ago</span>",Data Scientist | Coventry,Opus Recruitment Solutions,"£35,000 - £45,000 a year",Coventry,,,"sql,python,r","analysis,machine",None,Data Science | Data Scientist | Data Analysis | Python | R | SQL | Visualisation. Data Science | Data Scientist | Machine Learning | Data Analysis | Data...
47,jl_37579c9b37e84895,permanent,data+scientist,"<span class=""date"">4 days ago</span>",Chief Data Scientist - Start-up,Harnham,"£75,000 - £85,000 a year",London,6 reviews,4.8 out of 5,None,research,None,SALARY DETAILS - CHIEF DATA SCIENTIST. This is the opportunity to join as their Chief Data Scientist (stock options possible)....
48,jl_dbbe9bcd407c9283,permanent,data+scientist,"<span class=""date"">1 day ago</span>",Associate Scientist I,Evotec,,Alderley Park,7 reviews,3.9 out of 5,None,"research,analysis","bsc,degree",Assist in data analysis and interpretation by applying knowledge of biochemistry and cell biology in ADMET processing....
49,jl_73b942b91c550252,permanent,data+scientist,"<span class=""date"">1 hour ago</span>",Data Scientist (General Insurance),Eames Consulting,,London,,,"python,r","mathematical,modelling",degree,"An exciting and diverse opportunity has arisen with a successful and growing consulting firm based in Central London, focusing on the delivery of effective data..."
50,jl_c9b32ecd8d3154e1,permanent,data+scientist,"<span class=""date"">23 hours ago</span>",Data Scientist,Salt Recruitment,"£30,000 - £45,000 a year",Greater London,2 reviews,,python,"mathematical,intelligence,machine","mathematics,statistics","Data Scientist highlights:. Data Scientist, Machine Learning, Python, SQL. A global leader in the fmcg market seek a Data Scientist to join its performance..."
51,jl_37579c9b37e84895,permanent,data+scientist,"<span class=""date"">4 days ago</span>",Chief Data Scientist - Start-up,Harnham,"£75,000 - £85,000 a year",London,6 reviews,4.8 out of 5,None,research,None,SALARY DETAILS - CHIEF DATA SCIENTIST. This is the opportunity to join as their Chief Data Scientist (stock options possible)....
52,jl_8b6b49767198b82a,permanent,data+scientist,"<span class=""date"">16 days ago</span>",Data Scientist - fintech,Harnham,"£60,000 - £70,000 a year",London,6 reviews,4.8 out of 5,python,machine,None,"Data Scientist - fintech. The successful Data Scientist candidate will have proven commercial experience applying advanced machine learning techniques to large,..."
53,jl_d8bd67a1232f50aa,permanent,data+scientist,"<span class=""date"">7 days ago</span>",Scientist (Multiple Vacancies),CG Consultants,,Hemel Hempstead,,,None,research,"phd,degree","Critically appraise experimental data and theory and provide guidance based on interpretation of data. As a Scientist, you must have:...."
54,jl_73b942b91c550252,permanent,data+scientist,"<span class=""date"">1 hour ago</span>",Data Scientist (General Insurance),Eames Consulting,,London,,,"python,r","mathematical,modelling",degree,"An exciting and diverse opportunity has arisen with a successful and growing consulting firm based in Central London, focusing on the delivery of effective data..."
55,jl_197e27ae71f96970,permanent,data+scientist,"<span class=""date"">7 days ago</span>",Graduate Data Scientist,Opus Recruitment Solutions,"£30,000 - £40,000 a year",Cambridge,,,"sql,python","ai,machine,artificial,ml",None,My client is at a dynamic Data orientated ML/AI company are looking for a Graduate Data Scientist to join their team to help with their journey and passion in...
56,jl_ce84734dcdc31928,permanent,data+scientist,"<span class=""date"">6 days ago</span>",Data Scientist,Networking People (UK) Limited,"£50,000 - £75,000 a year",North West London,,,python,"ai,machine,ml",None,"Data Scientist - Python, NLP - MedTech - London £90k. I'm looking to speak with Data Scientists who would be interested in joining an AI Start-up focused on..."
57,jl_d23b1f2262a89374,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Lead Data Scientist,Hiscox Ltd,,York,39 reviews,3.9 out of 5,"r,c,sql,python,c++","machine,analysis,programming","phd,master,degree",Optimising operational activities using data. Intermediate to advanced SQL programming (T-SQL) allowing the efficient joining of numerous data sources across...
58,jl_a31e6457b53f9739,permanent,data+scientist,"<span class=""date"">13 days ago</span>",Data Scientist,Woolf Group,"£75,000 - £85,000 a year",London,,,"python,r,sas","statistical,research",None,Leading retail bank based in London are looking to recruit an experienced Data Scientist to join their team....
59,jl_bac3dcff2305a0b7,permanent,data+scientist,"<span class=""date"">13 days ago</span>",Graduate Data Scientist/ Analyst,VANRATH,,Belfast,,,"python,matlab","research,analysis,mathematical",degree,"Physics Graduate, data analyst, Data scientist, graduate, statistician. Experience with data science tools (Matlab, Python)...."
60,jl_9fb0921bd9cd8953,permanent,data+scientist,"<span class=""date"">3 days ago</span>",Data Scientist - Customer Analytics,Harnham,"£70,000 - £80,000 a year",London,6 reviews,4.8 out of 5,"python,r,scala","machine,programming",degree,Senior Data Scientist. THE ROLE - SENIOR DATA SCIENTIST. YOUR SKILLS AND EXPERIENCE - SENIOR DATA SCIENTIST. Mentoring 2 junior data scientists in the team....
61,jl_6ddaabfe9fb52c7e,permanent,data+scientist,"<span class=""date"">9 days ago</span>","Data Scientist - Manchester - £30,000 - £40,000 (DOE)",Lawrence Harvey,"£30,000 - £40,000 a year",Manchester,,,python,None,None,"Data Scientist required for one of the UK's Cutting-Edge companies, based in Manchester working with the brand-new data science team...."
62,jl_2220034bcc414b1b,permanent,data+scientist,"<span class=""date"">20 days ago</span>",Data Scientist,Talent International,"£60,000 - £120,000 a year",London,6 reviews,4.7 out of 5,"hadoop,nosql,r,c,java,sql,python,c++,shell,scala","mining,modelling,statistical,machine,ai,mathematical",None,Are you looking for your next exciting permanent role as Data Scientist in London? Talent International are acting as an employment agency in regards the role...
63,jl_864c3e2c66f5ef68,permanent,data+scientist,"<span class=""date"">7 days ago</span>",Junior Data Scientist,JobHoller,,London,,,"sql,python","machine,programming",None,Experience working commercially as a Data Scientist. You will work closely with the other Data Scientists to complete projects and case studies....
64,jl_d09acb0de32e38dd,permanent,data+scientist,"<span class=""date"">23 hours ago</span>",Data Scientist,Culture Recruitment Limited,"£30,000 - £40,000 a year",United Kingdom,,,"sql,python,excel",None,None,"Data Scientist needed £30,000 - £40,000 Birmingham. A brilliant established client of mine is looking for a Senior professional to help grow the data function..."
65,jl_46abce6335881cb8,permanent,data+scientist,"<span class=""date"">21 days ago</span>",Data Scientist,Cordius,"£30,000 a year",Nottingham,,,"tableau,nosql,r,sql,python","programming,modelling,statistical,research,machine,mathematical","phd,mathematics,statistics,msc","Data visualization and communication. Our client, an award-winning company of liked-minded individuals working with the largest FMCG retailers in the world, is..."
66,jl_466164f9d2b270a0,permanent,data+scientist,"<span class=""date"">16 hours ago</span>","Principal Data Scientist - Gaming - South London - £85,000",Harnham,"£70,000 - £90,000 a year",London,6 reviews,4.8 out of 5,python,ml,None,Principal Data Scientist - Gaming Sector. Help develop and manage Junior Data Scientists. The essential requirements of a Data Scientist in this role are:....
67,jl_cc204d14df8b68c6,permanent,data+scientist,"<span class=""date"">20 days ago</span>",Acoustic Stealth Scientist,QinetiQ,,Farnborough,160 reviews,3.8 out of 5,"excel,matlab","analysis,modelling","phd,degree",Delivery of high quality data analysis and interpretation to project leads/customers. It is desirable to have a background in acoustics and analytical...
68,jl_4117b2b045d267f0,permanent,data+scientist,"<span class=""date"">16 days ago</span>",Data Scientist - Computer Vision,Harnham,"£95,000 - £100,000 a year",London,6 reviews,4.8 out of 5,None,"research,machine,intelligence,artificial",msc,"There are exciting growth plans here, along with the opportunity to take ownership over the end-to-end production life cycle for Data Science...."
