MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,Foundation,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Same_Condition,Same_exterior,Bsmt_per_sf_done,low_qual_per,total_rm,total_deck_porch,age,age_remodel,OverallScore,ExterScore,BsmtScore,GarageScore,YrMon,log_sale_price
RL,44.0,6442,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,Stone,178.0,PConc,Mn,GLQ,Unf,1346,GasA,3,Y,SBrkr,1370,1,Gd,Typ,1,3,Attchd,2006.0,RFn,2,484,Y,0,0,10,2007,WD,Normal,True,True,0.017518248175182483,0.0,8.0,169,1,1,2.5,2.5,3.0,2.0,2007-10-01,12.218495165528731
RM,50.0,10300,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,1Fam,2Story,Gable,CompShg,Stucco,None,0.0,BrkTil,No,Unf,Unf,576,GasA,3,Y,SBrkr,1710,1,TA,Typ,0,0,Detchd,1990.0,Unf,2,480,Y,0,0,4,2010,WD,Normal,False,True,0.0,0.0,11.0,87,89,60,2.5,2.0,2.0,2.0,2010-04-01,11.84939770159144
RL,69.79733110925771,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,BrkFace,573.0,PConc,No,GLQ,Unf,318,GasA,3,Y,SBrkr,2034,1,Gd,Typ,0,0,Attchd,1998.0,RFn,2,645,Y,0,0,2,2009,WD,Normal,True,True,0.6991485335856197,0.0,11.5,612,12,11,2.5,2.0,2.5,2.0,2009-02-01,12.299107511497363
RL,76.0,9591,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Gable,CompShg,VinylSd,BrkFace,344.0,PConc,Av,Unf,Unf,1143,GasA,3,Y,SBrkr,2473,1,Gd,Typ,1,3,BuiltIn,2004.0,RFn,3,852,Y,0,0,10,2007,WD,Normal,True,True,0.0,0.0,11.5,343,3,2,2.5,2.5,2.5,2.0,2007-10-01,12.666657052859417
RL,69.79733110925771,19900,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,1Fam,1Story,Gable,CompShg,Plywood,BrkFace,287.0,CBlock,Gd,GLQ,Unf,1035,GasA,2,Y,SBrkr,2207,1,TA,Min1,1,3,Attchd,1970.0,RFn,2,576,Y,0,0,7,2010,WD,Normal,False,True,0.46841294298921415,0.0,10.0,301,40,21,2.5,2.0,2.5,2.0,2010-07-01,12.100712129872347
RL,72.0,10665,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,BrkFace,167.0,PConc,Av,GLQ,Unf,440,GasA,3,Y,SBrkr,1479,1,Gd,Typ,0,0,Attchd,2003.0,RFn,2,558,Y,0,0,6,2007,WD,Normal,True,True,0.6971782518926359,0.0,10.0,173,4,4,2.5,2.5,2.5,2.0,2007-06-01,12.328290278254423
RM,47.0,4608,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,1Fam,1Story,Gable,CompShg,MetalSd,None,0.0,CBlock,No,Unf,Unf,747,GasA,2,Y,SBrkr,747,1,TA,Typ,0,0,Attchd,1945.0,Unf,1,220,Y,0,0,6,2010,WD,Normal,False,True,0.0,0.0,5.0,0,65,60,2.0,2.5,2.0,2.0,2010-06-01,11.289781913656018
RL,81.0,15593,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,None,0.0,CBlock,No,BLQ,Unf,701,GasW,2,Y,SBrkr,2287,1,TA,Typ,1,2,Attchd,1953.0,Fin,2,667,Y,0,0,7,2006,WD,Normal,True,False,0.4624233128834356,0.0,9.0,135,53,53,2.5,2.5,2.0,2.0,2006-07-01,12.323855681186558
RL,95.0,13651,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,Plywood,BrkFace,1115.0,CBlock,Gd,ALQ,Unf,343,GasA,3,Y,SBrkr,2223,1,TA,Typ,2,3,Attchd,1973.0,Fin,2,516,Y,0,0,2,2007,WD,Normal,True,True,0.8457040035987404,0.0,11.0,300,34,34,2.5,2.5,2.5,2.0,2007-02-01,12.404923504275338
RL,69.0,7599,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,1Fam,1Story,Gable,CompShg,HdBoard,None,0.0,CBlock,No,ALQ,Unf,280,GasA,2,Y,SBrkr,845,1,TA,Typ,0,0,Detchd,1987.0,Unf,2,360,Y,0,0,6,2007,WD,Normal,True,False,0.6686390532544378,0.0,6.0,0,25,1,2.0,2.0,2.0,2.0,2007-06-01,11.771436160121729
RL,74.0,10141,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,BrkFace,40.0,PConc,No,Unf,Unf,832,GasA,3,Y,SBrkr,1718,1,TA,Typ,1,2,Attchd,1998.0,Fin,2,427,Y,0,0,12,2009,WD,Normal,True,True,0.0,0.0,9.5,385,11,11,2.5,2.0,2.5,2.0,2009-12-01,12.128111104060462
RL,85.0,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,BrkFace,104.0,CBlock,No,ALQ,BLQ,404,GasA,3,Y,SBrkr,1086,1,TA,Typ,0,0,Attchd,1989.0,Unf,2,490,Y,0,0,5,2010,WD,Normal,True,True,0.6279926335174953,0.0,8.0,0,56,7,2.5,2.0,2.0,2.0,2010-05-01,11.883799128308773
RM,60.0,5790,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,2Story,Gambrel,CompShg,VinylSd,None,0.0,CBlock,No,Unf,Unf,840,GasA,3,N,SBrkr,1605,2,TA,Typ,0,0,Detchd,1915.0,Unf,1,379,Y,0,0,5,2010,WD,Normal,True,True,0.0,0.0,10.0,202,95,60,1.5,3.0,2.0,2.0,2010-05-01,11.584315461056901
RM,21.0,1596,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Twnhs,SLvl,Gable,CompShg,CemntBd,None,0.0,CBlock,Gd,GLQ,Unf,0,GasA,2,Y,SBrkr,988,1,TA,Typ,0,0,BuiltIn,1973.0,Unf,1,297,Y,0,0,11,2009,WD,Normal,True,False,1.0,0.0,7.0,221,36,36,2.0,2.0,2.5,2.0,2009-11-01,11.418614785498987
RL,69.79733110925771,8475,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,VinylSd,None,0.0,CBlock,No,ALQ,Unf,724,GasA,3,Y,FuseA,952,1,TA,Typ,0,0,Detchd,1956.0,Unf,1,283,Y,0,0,4,2008,WD,Normal,True,True,0.23949579831932774,0.0,5.0,0,52,52,2.5,2.0,2.0,2.0,2008-04-01,11.818570237796182
RM,50.0,8635,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,None,0.0,CBlock,No,BLQ,GLQ,295,GasA,2,Y,SBrkr,1285,1,TA,Min1,0,0,Detchd,1948.0,Unf,1,240,Y,0,0,1,2008,WD,Normal,True,True,0.5610119047619048,0.0,8.0,0,60,7,2.0,2.0,2.0,2.0,2008-01-01,11.751942365440728
RM,60.0,10440,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,None,0.0,PConc,No,Unf,Unf,440,GasA,3,Y,SBrkr,1230,1,TA,Typ,0,0,Detchd,1966.0,Unf,2,440,Y,0,0,5,2009,WD,Normal,True,True,0.0,0.0,6.5,202,99,28,2.0,2.0,2.0,2.0,2009-05-01,11.608235644774552
RL,100.0,13000,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,2Story,Gable,CompShg,VinylSd,BrkFace,576.0,CBlock,No,Rec,Unf,448,GasA,2,Y,SBrkr,2142,1,Gd,Typ,1,3,Attchd,1968.0,Fin,1,509,Y,0,0,6,2009,WD,Normal,True,True,0.5,0.0,10.5,324,41,41,2.0,2.5,2.5,2.0,2009-06-01,12.173032791451973
RM,32.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,BrkFace,443.0,PConc,No,GLQ,Unf,36,GasA,3,Y,SBrkr,1337,1,TA,Typ,0,0,Attchd,1998.0,Fin,2,405,Y,0,0,3,2006,WD,Normal,True,True,0.9708973322554567,0.0,8.0,199,8,8,2.0,2.5,3.0,2.0,2006-03-01,11.941455846009388
RL,78.0,10206,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,CompShg,VinylSd,Stone,468.0,PConc,No,GLQ,Unf,1530,GasA,3,Y,SBrkr,1563,1,Gd,Typ,1,3,Attchd,2007.0,RFn,3,758,Y,0,0,10,2008,WD,Normal,True,True,0.02111324376199616,0.0,8.0,243,1,1,2.5,2.0,2.5,2.0,2008-10-01,12.409013489526863
RL,80.0,8892,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,MetalSd,BrkCmn,66.0,CBlock,No,Unf,Unf,1065,GasA,3,Y,SBrkr,1065,1,TA,Typ,0,0,Detchd,1974.0,Unf,2,461,Y,0,0,7,2007,COD,Normal,True,True,0.0,0.0,7.5,74,47,47,2.0,2.0,2.0,2.0,2007-07-01,11.747997587149712
RL,69.79733110925771,8530,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,BrkFace,22.0,PConc,No,Unf,Unf,384,GasA,3,Y,SBrkr,1474,1,TA,Typ,1,2,BuiltIn,1995.0,Fin,2,400,Y,0,700,5,2009,WD,Normal,True,True,0.0,0.0,9.5,192,14,13,2.5,2.0,2.5,2.0,2009-05-01,12.034691028774553
RL,121.0,16059,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,1Fam,2Story,Hip,CompShg,HdBoard,BrkFace,284.0,CBlock,No,Unf,Unf,1288,GasA,3,Y,SBrkr,2417,1,Gd,Typ,1,2,Attchd,1991.0,Unf,2,462,Y,0,0,4,2006,WD,Normal,True,True,0.0,0.0,11.5,209,15,14,2.5,2.5,2.5,2.0,2006-04-01,12.468436909997665
RL,122.0,11911,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,None,0.0,PConc,Av,Unf,Unf,684,GasA,3,Y,SBrkr,1560,1,Gd,Typ,1,3,BuiltIn,2005.0,Fin,2,400,Y,0,0,3,2009,WD,Normal,True,True,0.0,0.0,8.5,138,4,4,2.0,2.5,2.5,2.0,2009-03-01,12.066810578196666
FV,40.0,3951,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,Stone,76.0,PConc,Av,Unf,Unf,612,GasA,3,Y,SBrkr,1224,1,Gd,Typ,0,0,Detchd,2009.0,RFn,2,528,Y,0,0,6,2009,New,Partial,True,True,0.0,0.0,6.5,234,0,0,2.0,2.5,2.5,2.0,2009-06-01,12.010665849187564
RL,85.0,8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,CompShg,HdBoard,BrkCmn,203.0,CBlock,No,Rec,Unf,635,GasA,2,Y,SBrkr,1235,1,TA,Typ,0,0,Attchd,1961.0,Unf,2,480,Y,0,0,12,2006,WD,Abnorml,True,True,0.48582995951417,0.0,7.0,0,45,45,1.5,2.0,2.0,2.0,2006-12-01,11.498826540590727
RL,80.0,13360,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,None,0.0,BrkTil,No,ALQ,Unf,163,GasA,3,Y,SBrkr,964,1,TA,Typ,0,0,Detchd,1921.0,Unf,2,432,Y,0,0,8,2009,WD,Normal,True,True,0.8139269406392694,0.0,7.0,44,88,3,2.5,2.5,2.5,2.0,2009-08-01,12.004568269319446
C (all),60.0,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,2fmCon,2.5Unf,Hip,CompShg,MetalSd,None,0.0,BrkTil,Mn,Rec,Unf,168,GasW,3,N,SBrkr,2291,2,TA,Typ,1,3,Detchd,1900.0,Unf,2,506,Y,0,0,11,2007,WD,Normal,True,True,0.8616144975288303,0.0,11.5,99,97,9,2.0,2.0,2.0,2.0,2007-11-01,11.804848531679264
RL,69.0,9337,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,None,0.0,PConc,No,GLQ,Unf,176,GasA,3,Y,SBrkr,1786,1,Gd,Typ,0,0,Attchd,1997.0,RFn,2,684,Y,0,0,5,2007,WD,Normal,True,True,0.7864077669902912,0.0,10.5,162,10,10,2.0,2.5,2.5,2.0,2007-05-01,12.229545001715316
RL,69.79733110925771,9765,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,BrkFace,68.0,PConc,No,ALQ,Unf,370,GasA,3,Y,SBrkr,1470,1,TA,Typ,1,2,BuiltIn,1993.0,Fin,2,420,Y,0,480,4,2009,WD,Normal,True,True,0.45588235294117646,0.0,8.5,295,16,16,2.5,3.0,3.0,2.0,2009-04-01,12.128111104060462
RL,78.0,10264,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,BrkFace,183.0,PConc,Av,ALQ,Unf,426,GasA,3,Y,SBrkr,1588,1,Gd,Typ,0,0,Attchd,1999.0,RFn,2,472,Y,0,0,8,2006,WD,Normal,True,True,0.7317380352644837,0.0,8.0,187,7,7,2.5,2.5,2.5,2.0,2006-08-01,12.273731294003989
RL,73.0,10921,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,Hip,CompShg,HdBoard,BrkFace,48.0,CBlock,No,Rec,Unf,440,GasA,2,Y,FuseF,960,1,TA,Typ,0,0,Attchd,1965.0,Fin,1,432,P,0,0,5,2007,WD,Normal,True,True,0.5416666666666666,0.0,8.0,120,42,42,2.0,2.0,2.0,2.0,2007-05-01,11.458997122944673
RL,85.0,10625,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,None,0.0,BrkTil,No,ALQ,Unf,350,GasA,2,N,SBrkr,835,1,TA,Typ,0,0,Basment,1920.0,Unf,1,366,Y,0,400,5,2010,COD,Abnorml,True,True,0.23580786026200873,0.0,6.0,77,90,60,2.0,2.0,2.0,2.0,2010-05-01,11.326595886778735
RL,69.79733110925771,10603,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Gable,CompShg,Plywood,BrkFace,28.0,PConc,Mn,ALQ,Unf,410,GasA,3,Y,SBrkr,1610,1,Gd,Typ,2,2,Attchd,1977.0,RFn,2,480,Y,0,0,2,2010,WD,Normal,True,True,0.7453416149068323,0.0,9.0,236,33,9,2.5,2.0,2.0,2.0,2010-02-01,12.230765258120545
RL,77.0,9206,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,CompShg,HdBoard,BrkFace,336.0,CBlock,No,Unf,Unf,741,GasA,2,Y,SBrkr,1732,1,Gd,Typ,1,2,Attchd,1985.0,Fin,2,476,Y,0,0,6,2010,WD,Normal,True,True,0.0,0.0,9.5,238,25,25,2.0,2.5,2.5,2.0,2010-06-01,12.089538829274222
RL,94.0,10402,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,None,0.0,PConc,No,Unf,Unf,1226,GasA,3,Y,SBrkr,1226,1,Gd,Typ,0,0,Attchd,2009.0,RFn,3,740,Y,0,0,5,2010,WD,Normal,True,True,0.0,0.0,8.0,36,1,1,2.5,2.0,2.5,2.0,2010-05-01,12.200557464842063
RM,69.79733110925771,7758,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,BrkFace,600.0,PConc,No,LwQ,Unf,816,GasA,3,Y,FuseF,1818,1,TA,Typ,2,2,Detchd,1951.0,Unf,1,240,Y,0,0,6,2007,WD,Normal,True,True,0.2153846153846154,0.0,8.5,184,76,57,2.5,2.0,2.0,2.0,2007-06-01,12.040608205802641
FV,75.0,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,Hip,CompShg,VinylSd,BrkFace,768.0,PConc,No,Unf,Unf,1053,GasA,3,Y,SBrkr,1992,1,Gd,Typ,1,3,Attchd,2003.0,RFn,2,648,Y,0,0,8,2008,WD,Normal,True,True,0.0,0.0,11.5,185,5,4,2.5,2.5,2.5,2.0,2008-08-01,12.429216196844383
RM,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1Story,Mansard,CompShg,VinylSd,None,0.0,BrkTil,No,Unf,Unf,641,GasA,3,Y,SBrkr,1047,1,TA,Typ,0,0,Detchd,1954.0,Unf,1,273,N,0,450,8,2007,WD,Normal,True,True,0.0,0.0,7.0,0,122,12,2.5,2.0,2.0,2.0,2007-08-01,11.512925464970229
RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1Story,Gable,CompShg,VinylSd,None,0.0,CBlock,No,ALQ,BLQ,516,GasA,3,Y,SBrkr,789,1,TA,Typ,0,0,Detchd,1948.0,Unf,1,250,Y,0,0,4,2008,WD,Partial,True,True,0.34600760456273766,0.0,6.0,0,60,58,2.0,2.0,2.0,2.0,2008-04-01,11.652687407345388
RL,105.0,11751,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Hip,CompShg,Plywood,BrkFace,480.0,CBlock,No,BLQ,Unf,1139,GasA,3,Y,SBrkr,1844,1,TA,Typ,1,2,Attchd,1977.0,RFn,2,546,Y,0,0,1,2010,COD,Normal,True,True,0.3823210412147505,0.0,9.0,122,33,33,2.0,2.0,2.5,2.0,2010-01-01,12.154779351142624
RL,75.0,9525,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,None,0.0,CBlock,No,Rec,Unf,550,GasA,3,Y,SBrkr,1855,1,TA,Typ,0,0,Attchd,1954.0,Unf,1,325,Y,0,0,10,2006,WD,Normal,True,True,0.44668008048289737,0.0,9.0,182,52,34,2.0,2.0,2.0,2.0,2006-10-01,11.82700601127654
RL,69.79733110925771,7750,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,None,0.0,PConc,No,GLQ,Unf,134,GasA,3,Y,SBrkr,1430,1,TA,Typ,1,2,BuiltIn,2000.0,Fin,2,400,Y,0,0,4,2010,WD,Normal,True,True,0.6510416666666666,0.0,9.5,180,10,10,2.5,2.0,2.5,2.0,2010-04-01,12.100712129872347
RL,77.0,9965,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,Stone,220.0,PConc,Av,GLQ,Unf,280,GasA,3,Y,SBrkr,2696,1,Ex,Typ,1,3,BuiltIn,2007.0,Fin,3,792,Y,0,0,10,2007,New,Partial,True,True,0.7784810126582279,0.0,13.5,472,0,0,2.5,2.5,2.5,2.0,2007-10-01,12.858319703517948
RL,69.79733110925771,21000,Pave,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,BrkFace,184.0,CBlock,Mn,ALQ,Rec,905,GasA,2,Y,SBrkr,2259,1,Gd,Typ,2,3,Basment,1953.0,Unf,2,450,Y,0,0,10,2007,COD,Abnorml,True,True,0.49972360420121614,0.0,10.0,478,54,54,2.0,2.5,2.5,2.0,2007-10-01,12.287652632522597
RL,61.0,7259,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,1Fam,2Story,Gambrel,CompShg,Wd Sdng,None,0.0,CBlock,No,ALQ,LwQ,104,GasA,3,Y,SBrkr,2320,1,Gd,Typ,1,2,Detchd,1945.0,Unf,1,180,Y,0,0,7,2007,WD,Normal,True,True,0.8988326848249028,0.0,12.5,224,62,5,2.5,2.0,2.0,2.0,2007-07-01,12.46651198158808
FV,34.0,3230,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,BrkFace,1129.0,PConc,No,GLQ,Unf,310,GasA,3,Y,SBrkr,1458,1,TA,Typ,1,2,Detchd,1999.0,Unf,2,440,Y,0,0,6,2007,WD,Normal,True,True,0.5747599451303155,0.0,7.5,32,8,8,2.0,2.0,2.5,2.0,2007-06-01,12.078239274020289
RL,69.79733110925771,11616,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,BrkFace,116.0,CBlock,No,LwQ,BLQ,252,GasA,2,Y,SBrkr,1092,1,TA,Typ,1,1,Attchd,1962.0,Unf,1,288,Y,0,0,9,2009,WD,Normal,True,True,0.7692307692307693,0.0,7.5,164,47,47,2.0,2.0,2.0,2.0,2009-09-01,11.842229212112828
RL,74.0,8536,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,1Story,Gable,CompShg,VinylSd,None,0.0,PConc,No,Unf,Unf,1125,GasA,3,Y,SBrkr,1125,1,TA,Typ,0,0,Attchd,2007.0,Unf,2,430,Y,0,0,4,2007,New,Partial,True,True,0.0,0.0,6.5,144,1,0,2.0,2.0,2.5,2.0,2007-04-01,11.951180395901384
RL,90.0,12376,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,1Fam,2Story,Hip,CompShg,Plywood,None,0.0,PConc,Mn,GLQ,Unf,203,GasA,3,Y,SBrkr,3222,1,Gd,Typ,2,2,Attchd,1990.0,Unf,3,594,Y,0,0,5,2010,WD,Normal,True,True,0.8786610878661087,0.0,15.0,367,20,20,2.5,2.0,2.5,2.0,2010-05-01,12.676076274775909
RL,65.0,8461,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,None,0.0,PConc,No,Unf,Unf,728,GasA,3,Y,SBrkr,1456,1,Gd,Typ,1,3,Attchd,2005.0,Fin,2,390,Y,0,0,7,2006,New,Partial,True,True,0.0,0.0,10.5,24,1,0,2.0,2.5,2.5,2.0,2006-07-01,12.007560729337492
RL,69.79733110925771,21453,Pave,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,1Fam,SLvl,Flat,Metal,Plywood,None,0.0,CBlock,Gd,ALQ,Unf,0,GasA,3,Y,SBrkr,988,1,TA,Typ,2,2,Attchd,1969.0,Unf,2,540,Y,0,0,10,2006,WD,Normal,True,True,1.0,0.0,6.0,260,37,37,2.0,2.0,2.0,2.0,2006-10-01,12.100712129872347
RM,50.0,6060,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,None,0.0,PConc,No,Unf,Unf,732,GasA,3,Y,SBrkr,1123,1,TA,Typ,0,0,Detchd,1979.0,Unf,1,264,P,0,0,6,2007,WD,Normal,True,True,0.0,0.0,5.0,140,68,57,2.0,2.0,2.0,2.0,2007-06-01,11.512925464970229
RL,75.0,9464,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,Hip,CompShg,MetalSd,BrkFace,135.0,CBlock,No,BLQ,Unf,510,GasA,3,Y,SBrkr,1080,1,TA,Typ,0,0,Attchd,1958.0,Unf,1,288,Y,0,0,6,2008,WD,Normal,True,True,0.5277777777777778,0.0,6.0,130,50,50,2.5,2.5,2.0,2.0,2008-06-01,11.820410164718188
RL,55.0,7892,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,None,0.0,PConc,No,GLQ,Unf,899,GasA,3,Y,SBrkr,1199,1,Gd,Typ,0,0,Attchd,1993.0,RFn,2,530,Y,0,0,3,2008,WD,Normal,True,True,0.25020850708924103,0.0,7.0,63,15,15,2.0,2.5,2.5,2.0,2008-03-01,11.94405831982697
RL,48.0,17043,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,1Fam,1Story,Gable,CompShg,HdBoard,None,0.0,CBlock,No,Unf,Unf,1362,GasA,2,Y,SBrkr,1586,1,TA,Typ,1,2,Attchd,1979.0,Unf,2,435,Y,0,0,1,2009,WD,Normal,True,True,0.0,0.0,9.0,192,30,11,2.0,2.5,2.5,2.0,2009-01-01,12.106252310247962
RL,69.79733110925771,4928,Pave,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,None,0.0,CBlock,No,ALQ,Unf,958,GasA,2,Y,SBrkr,958,1,TA,Typ,1,2,Attchd,1977.0,RFn,2,440,Y,0,0,2,2007,WD,Normal,True,True,0.11131725417439703,0.0,7.0,205,31,31,2.0,2.0,2.5,2.0,2007-02-01,11.759785542901755
RL,69.0,7590,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,1Fam,2Story,Gable,CompShg,VinylSd,BrkFace,266.0,CBlock,No,BLQ,Unf,148,GasA,2,Y,SBrkr,1348,1,TA,Typ,1,2,Attchd,1966.0,RFn,2,453,Y,0,0,7,2006,WD,Normal,False,True,0.7757575757575758,0.0,7.5,296,40,40,2.0,2.0,2.0,2.0,2006-07-01,11.951180395901384
RL,69.0,8973,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,Plywood,BrkFace,85.0,CBlock,No,Rec,BLQ,413,GasA,2,Y,FuseA,1053,1,Ex,Typ,0,0,2Types,1998.0,RFn,2,750,Y,0,0,7,2006,WD,Abnorml,True,True,0.5902777777777778,0.0,8.0,260,48,15,2.5,2.0,2.0,2.0,2006-07-01,11.918390573078392
RL,88.0,14200,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,2Story,Gable,CompShg,MetalSd,BrkFace,309.0,CBlock,No,Rec,Unf,479,GasA,3,Y,SBrkr,2157,1,Gd,Typ,2,3,Attchd,1966.0,Fin,2,487,Y,0,0,5,2006,WD,Normal,True,True,0.4816017316017316,0.0,10.5,171,40,40,2.5,2.0,2.0,2.0,2006-05-01,12.328290278254423
RL,69.79733110925771,12224,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,BrkFace,40.0,PConc,No,GLQ,Unf,297,GasA,3,Y,SBrkr,2054,1,Gd,Typ,1,2,BuiltIn,2000.0,RFn,2,390,Y,0,0,7,2009,WD,Normal,True,True,0.7006048387096774,0.0,10.5,72,9,9,2.0,2.5,2.5,2.0,2009-07-01,12.404923504275338
